Date,Close
4/15/20,426.75
4/16/20,439.1700134277344
4/17/20,422.9599914550781
4/20/20,437.4899902
4/21/20,433.8299865722656
4/22/20,421.4200134277344
4/23/20,426.70001220703125
4/24/20,424.9899902
4/27/20,421.3800048828125
4/28/20,403.8299865722656
4/29/20,411.8900146484375
4/30/20,419.8500061035156
5/1/20,415.2699890136719
5/4/20,428.1499938964844
5/5/20,424.67999267578125
5/6/20,434.2600098
5/7/20,436.5299987792969
5/8/20,435.54998779296875
5/11/20,440.5199890136719
5/12/20,431.82000732421875
5/13/20,438.2699890136719
5/14/20,441.95001220703125
5/15/20,454.19000244140625
5/18/20,452.5799865722656
5/19/20,451.0400085449219
5/20/20,447.6700134277344
5/21/20,436.25
5/22/20,429.32000732421875
5/26/20,414.7699890136719
5/27/20,419.8900146484375
5/28/20,413.44000244140625
5/29/20,419.7300109863281
6/1/20,425.9200134277344
6/2/20,427.30999755859375
6/3/20,421.9700012207031
6/4/20,414.3299865722656
6/5/20,419.6000061035156
6/8/20,419.4899902
6/9/20,434.04998779296875
6/10/20,434.4800109863281
6/11/20,425.55999755859375
6/12/20,418.07000732421875
6/15/20,425.5
6/16/20,436.1300048828125
6/17/20,447.7699890136719
6/18/20,449.8699951171875
6/19/20,453.7200012207031
6/22/20,468.0400085449219
6/23/20,466.2600098
6/24/20,457.8500061035156
6/25/20,465.9100036621094
6/26/20,443.3999938964844
6/29/20,447.2399902
6/30/20,455.0400085449219
7/1/20,485.6400146484375
7/2/20,476.8900146484375
7/6/20,493.80999755859375
7/7/20,493.1600036621094
7/8/20,502.7799987792969
7/9/20,507.7600098
7/10/20,548.7299805
7/13/20,525.5
7/14/20,524.8800048828125
7/15/20,523.2600098
7/16/20,527.3900146484375
7/17/20,492.9899902
7/20/20,502.4100036621094
7/21/20,490.1000061035156
7/22/20,489.82000732421875
7/23/20,477.5799865722656
7/24/20,480.45001220703125
7/27/20,495.6499938964844
7/28/20,488.5100098
7/29/20,484.4800109863281
7/30/20,485.79998779296875
7/31/20,488.8800048828125
8/3/20,498.6199951171875
8/4/20,509.6400146484375
8/5/20,502.1099853515625
8/6/20,509.0799865722656
8/7/20,494.7300109863281
8/10/20,483.3800048828125
8/11/20,466.92999267578125
8/12/20,475.4700012207031
8/13/20,481.3299865722656
8/14/20,482.67999267578125
8/17/20,482.3500061035156
8/18/20,491.8699951171875
8/19/20,484.5299987792969
8/20/20,497.8999938964844
8/21/20,492.30999755859375
8/24/20,488.80999755859375
8/25/20,490.5799865722656
8/26/20,547.5300293
8/27/20,526.2700195
8/28/20,523.8900146484375
8/31/20,529.5599975585938
9/1/20,556.5499877929688
9/2/20,552.8400268554688
9/3/20,525.75
9/4/20,516.0499877929688
9/8/20,507.0199890136719
9/9/20,500.19000244140625
9/10/20,480.6700134277344
9/11/20,482.0299987792969
9/14/20,476.2600098
9/15/20,495.9899902
9/16/20,483.8599853515625
9/17/20,470.20001220703125
9/18/20,469.9599914550781
9/21/20,487.3500061035156
9/22/20,491.1700134277344
9/23/20,470.6099853515625
9/24/20,473.0799865722656
9/25/20,482.8800048828125
9/28/20,490.6499938964844
9/29/20,493.4800109863281
9/30/20,500.0299987792969
10/1/20,527.5100098
10/2/20,503.05999755859375
10/5/20,520.6500244140625
10/6/20,505.8699951171875
10/7/20,534.6599731445312
10/8/20,531.7899780273438
10/9/20,539.4400024414062
10/12/20,539.8099975585938
10/13/20,554.0900268554688
10/14/20,541.4500122070312
10/15/20,541.9400024414062
10/16/20,530.7899780273438
10/19/20,530.7199707
10/20/20,525.4199829101562
10/21/20,489.04998779296875
10/22/20,485.2300109863281
10/23/20,488.2799987792969
10/26/20,488.2399902
10/27/20,488.92999267578125
10/28/20,486.2399902
10/29/20,504.2099914550781
10/30/20,475.7399902
11/2/20,484.1199951171875
11/3/20,487.2200012207031
11/4/20,496.95001220703125
11/5/20,513.7600098
11/6/20,514.7299805
11/9/20,470.5
11/10/20,480.2399902
11/11/20,490.7600098
11/12/20,486.7699890136719
11/13/20,482.8399963378906
11/16/20,479.1000061035156
11/17/20,480.6300048828125
11/18/20,481.7900085449219
11/19/20,484.6700134277344
11/20/20,488.2399902
11/23/20,476.6199951171875
11/24/20,482.8800048828125
11/25/20,485
11/27/20,491.3599853515625
11/30/20,490.70001220703125
12/1/20,504.5799865722656
12/2/20,503.3800048828125
12/3/20,497.5199890136719
12/4/20,498.30999755859375
12/7/20,515.7800293
12/8/20,512.6599731445312
12/9/20,493.6000061035156
12/10/20,501.0899963378906
12/11/20,503.2200012207031
12/14/20,522.4199829101562
12/15/20,519.7800293
12/16/20,524.8300170898438
12/17/20,532.9000244140625
12/18/20,534.4500122070312
12/21/20,528.9099731445312
12/22/20,527.3300170898438
12/23/20,514.4799805
12/24/20,513.9699707
12/28/20,519.1199951171875
12/29/20,530.8699951171875
12/30/20,524.5900268554688
12/31/20,540.7299805
1/4/21,522.8599853515625
1/5/21,520.7999877929688
1/6/21,500.4899902
1/7/21,508.8900146484375
1/8/21,510.3999938964844
1/11/21,499.1000061035156
1/12/21,494.25
1/13/21,507.7900085449219
1/14/21,500.8599853515625
1/15/21,497.9800109863281
1/19/21,501.7699890136719
1/20/21,586.3400268554688
1/21/21,579.8400268554688
1/22/21,565.1699829101562
1/25/21,556.7800293
1/26/21,561.9299926757812
1/27/21,523.2800293
1/28/21,538.5999755859375
1/29/21,532.3900146484375
2/1/21,539.0399780273438
2/2/21,548.1599731445312
2/3/21,539.4500122070312
2/4/21,552.1599731445312
2/5/21,550.7899780273438
2/8/21,547.9199829101562
2/9/21,559.0700073242188
2/10/21,563.5900268554688
2/11/21,557.5900268554688
2/12/21,556.5200195
2/16/21,557.2800293
2/17/21,551.3400268554688
2/18/21,548.2199707
2/19/21,540.2199707
2/22/21,533.7800293
2/23/21,546.1500244140625
2/24/21,553.4099731445312
2/25/21,546.7000122070312
2/26/21,538.8499755859375
3/1/21,550.6400146484375
3/2/21,547.8200073242188
3/3/21,520.7000122070312
3/4/21,511.2900085449219
3/5/21,516.3900146484375
3/8/21,493.3299865722656
3/9/21,506.44000244140625
3/10/21,504.5400085449219
3/11/21,523.0599975585938
3/12/21,518.0200195
3/15/21,520.25
3/16/21,524.0300293
3/17/21,524.4400024414062
3/18/21,504.7900085449219
3/19/21,512.1799926757812
3/22/21,523.1099853515625
3/23/21,535.0900268554688
3/24/21,520.8099975585938
3/25/21,502.8599853515625
3/26/21,508.04998779296875
3/29/21,513.9500122070312
3/30/21,513.3900146484375
3/31/21,521.6599731445312
4/1/21,539.4199829101562
4/5/21,540.6699829101562
4/6/21,544.5300293
4/7/21,546.9899902
4/8/21,554.5800170898438
4/9/21,555.3099975585938
4/12/21,552.7800293
4/13/21,553.7299805
4/14/21,540.0200195
4/15/21,549.2199707
4/16/21,546.5399780273438
4/19/21,554.4400024414062
4/20/21,549.5700073242188
4/21/21,508.8999938964844
4/22/21,508.7799987792969
4/23/21,505.54998779296875
4/26/21,510.29998779296875
4/27/21,505.54998779296875
4/28/21,506.5199890136719
4/29/21,509
4/30/21,513.4699707
5/3/21,509.1099853515625
5/4/21,503.17999267578125
5/5/21,496.0799865722656
5/6/21,499.54998779296875
5/7/21,503.8399963378906
5/10/21,486.69000244140625
5/11/21,495.0799865722656
5/12/21,484.9800109863281
5/13/21,486.6600036621094
5/14/21,493.3699951171875
5/17/21,488.94000244140625
5/18/21,486.2799987792969
5/19/21,487.70001220703125
5/20/21,501.6700134277344
5/21/21,497.8900146484375
5/24/21,502.8999938964844
5/25/21,501.3399963378906
5/26/21,502.3599853515625
5/27/21,503.8599853515625
5/28/21,502.80999755859375
6/1/21,499.0799865722656
6/2/21,499.2399902
6/3/21,489.42999267578125
6/4/21,494.7399902
6/7/21,494.6600036621094
6/8/21,492.3900146484375
6/9/21,485.80999755859375
6/10/21,487.2699890136719
6/11/21,488.7699890136719
6/14/21,499.8900146484375
6/15/21,491.8999938964844
6/16/21,492.4100036621094
6/17/21,498.3399963378906
6/18/21,500.7699890136719
6/21/21,497
6/22/21,508.82000732421875
6/23/21,512.7399902
6/24/21,518.0599975585938
6/25/21,527.0700073242188
6/28/21,533.0300293
6/29/21,533.5
6/30/21,528.2100219726562
7/1/21,533.5399780273438
7/2/21,533.9799805
7/6/21,541.6400146484375
7/7/21,535.9600219726562
7/8/21,530.7600098
7/9/21,535.9799805
7/12/21,537.3099975585938
7/13/21,540.6799926757812
7/14/21,547.9500122070312
7/15/21,542.9500122070312
7/16/21,530.3099975585938
7/19/21,532.2800293
7/20/21,531.0499877929688
7/21/21,513.6300048828125
7/22/21,511.7699890136719
7/23/21,515.4099731445312
7/26/21,516.4899902
7/27/21,518.9099731445312
7/28/21,519.2999877929688
7/29/21,514.25
7/30/21,517.5700073242188
8/2/21,515.1500244140625
8/3/21,510.82000732421875
8/4/21,517.3499755859375
8/5/21,524.8900146484375
8/6/21,520.5499877929688
8/9/21,519.9699707
8/10/21,515.8400268554688
8/11/21,512.4000244140625
8/12/21,510.7200012207031
8/13/21,515.9199829101562
8/16/21,517.9199829101562
8/17/21,518.9099731445312
8/18/21,521.8699951171875
8/19/21,543.7100219726562
8/20/21,546.8800048828125
8/23/21,553.3300170898438
8/24/21,553.4099731445312
8/25/21,547.5800170898438
8/26/21,550.1199951171875
8/27/21,558.9199829101562
8/30/21,566.1799926757812
8/31/21,569.1900024414062
9/1/21,582.0700073242188
9/2/21,588.5499877929688
9/3/21,590.5300293
9/7/21,606.7100219726562
9/8/21,606.0499877929688
9/9/21,597.5399780273438
9/10/21,598.7199707
9/13/21,589.2899780273438
9/14/21,577.7600098
9/15/21,582.8699951171875
9/16/21,586.5
9/17/21,589.3499755859375
9/20/21,575.4299926757812
9/21/21,573.1400146484375
9/22/21,590.6500244140625
9/23/21,593.2600098
9/24/21,592.3900146484375
